序號,分類,字母,單字或片語,詞性縮寫,詞性,中文釋義,來源
2713,TOEIC 多益必考單字,S,study,n,名詞,學習；研究 v 學習；研究,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2714,TOEIC 多益必考單字,S,style,n,名詞,風格；作風,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2715,TOEIC 多益必考單字,S,subject,n,名詞,主題；題目 v 易受…；易患…,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2716,TOEIC 多益必考單字,S,subjectively,ad,副詞,主觀地,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2717,TOEIC 多益必考單字,S,submit,v,動詞,屈從；忍受；提交；呈遞；主張,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2718,TOEIC 多益必考單字,S,subordinate,a,形容詞,次要的；隸屬的 n 部下；部屬,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2719,TOEIC 多益必考單字,S,subscribe,v,動詞,訂閱；同意,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2720,TOEIC 多益必考單字,S,subscription,n,名詞,訂閱；同意,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2721,TOEIC 多益必考單字,S,subside,v,動詞,消退；平息；減弱,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2722,TOEIC 多益必考單字,S,subsidiary,a,形容詞,輔助的；附帶的著,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2723,TOEIC 多益必考單字,S,subsidize,v,動詞,補助；資助,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2724,TOEIC 多益必考單字,S,subsidy,n,名詞,津貼；補貼,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2725,TOEIC 多益必考單字,S,substantial,a,形容詞,真實的；堅固的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2726,TOEIC 多益必考單字,S,substantiate,v,動詞,證實；證罷明,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2727,TOEIC 多益必考單字,S,substitute,n,名詞,代替人；代替物 v 代替 a 代替的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2728,TOEIC 多益必考單字,S,subtract,v,動詞,減去；去掉學,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2729,TOEIC 多益必考單字,S,subway,n,名詞,地下鐵,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2730,TOEIC 多益必考單字,S,succeed,v,動詞,成功；繼任,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2731,TOEIC 多益必考單字,S,success,n,名詞,成功；成就,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2732,TOEIC 多益必考單字,S,sufficient,a,形容詞,足夠的；充分的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2733,TOEIC 多益必考單字,S,suggest,v,動詞,建議,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2734,TOEIC 多益必考單字,S,suggestion,n,名詞,建議,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2735,TOEIC 多益必考單字,S,suit,n,名詞,西裝；套；副 v 相稱；彼此協調,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2736,TOEIC 多益必考單字,S,suitable,a,形容詞,適當的；合適的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2737,TOEIC 多益必考單字,S,suitcase,n,名詞,小型旅行箱；手提箱,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2738,TOEIC 多益必考單字,S,suite,n,名詞,套房；隨從,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2739,TOEIC 多益必考單字,S,sum,n,名詞,總數；總和 v 總結,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2740,TOEIC 多益必考單字,S,summarize,v,動詞,作總結；作概括,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2741,TOEIC 多益必考單字,S,superb,a,形容詞,堂皇的；宏偉的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2742,TOEIC 多益必考單字,S,superior,a,形容詞,較高的；上級的；高傲的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2743,TOEIC 多益必考單字,S,supervise,v,動詞,監督；管理,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2744,TOEIC 多益必考單字,S,supervisor,n,名詞,管理人；指導者,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2745,TOEIC 多益必考單字,S,supervisory,a,形容詞,管理（員）的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2746,TOEIC 多益必考單字,S,supplement,n,名詞,增補，補充；副刊,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2747,TOEIC 多益必考單字,S,supplementary,a,形容詞,增補的；補充的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2748,TOEIC 多益必考單字,S,supplier,n,名詞,供應者,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2749,TOEIC 多益必考單字,S,supply,n,名詞,供給；供應 v 供給；供應,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2750,TOEIC 多益必考單字,S,support,v,動詞,支持；擁護 n 支持；擁護,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2751,TOEIC 多益必考單字,S,supportive,a,形容詞,支援的；贊助的；,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2752,TOEIC 多益必考單字,S,suppose,v,動詞,猜想；以為,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2753,TOEIC 多益必考單字,S,surely,ad,副詞,確實；無疑,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2754,TOEIC 多益必考單字,S,surface,n,名詞,面；表面 a 表面的；外觀的 v 顯露；呈現,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2755,TOEIC 多益必考單字,S,surmise,v,動詞,推測；猜測 n 推測；猜測,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2756,TOEIC 多益必考單字,S,surplus,n,名詞,剩餘物；順差 a 過剩的；剩餘的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2757,TOEIC 多益必考單字,S,surprise,v,動詞,驚喜；驚訝 n 驚喜；意外,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2758,TOEIC 多益必考單字,S,survey,n,名詞,問卷 v 調查；做問卷,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2759,TOEIC 多益必考單字,S,survive,v,動詞,生存；生還,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2760,TOEIC 多益必考單字,S,susceptible,a,形容詞,易被感動的；敏感的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2761,TOEIC 多益必考單字,S,suspect,v,動詞,懷疑；不信任,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2762,TOEIC 多益必考單字,S,suspend,v,動詞,懸掛；使飄浮,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2763,TOEIC 多益必考單字,S,sustain,v,動詞,支撐；承受,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2764,TOEIC 多益必考單字,S,sweater,n,名詞,毛線衣,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2765,TOEIC 多益必考單字,S,swift,a,形容詞,快速的；快捷的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2766,TOEIC 多益必考單字,S,switch,n,名詞,開關；轉換 v 改變；轉移,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2767,TOEIC 多益必考單字,S,sympathetic,a,形容詞,同情的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2768,TOEIC 多益必考單字,S,sympathize,v,動詞,同情；憐憫,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2769,TOEIC 多益必考單字,S,sympathy,n,名詞,同情；同情心,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2770,TOEIC 多益必考單字,S,symposium,n,名詞,討論會；座談會,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2771,TOEIC 多益必考單字,S,synthesis,n,名詞,綜合體；綜合,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2772,TOEIC 多益必考單字,S,system,n,名詞,制度；體制,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2773,TOEIC 多益必考單字,S,systematically,ad,副詞,有系統地；有組織地 T,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2774,TOEIC 多益必考單字,T,tackle,v,動詞,著手；交涉,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2775,TOEIC 多益必考單字,T,tactful,a,形容詞,機智的；圓滑的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2776,TOEIC 多益必考單字,T,tactic,n,名詞,戰術；策略,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2777,TOEIC 多益必考單字,T,tag,n,名詞,牌子；標籤 v 添加；附加,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2778,TOEIC 多益必考單字,T,tailor,n,名詞,裁縫師,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2779,TOEIC 多益必考單字,T,take,v,動詞,拿；取；獲得,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2780,TOEIC 多益必考單字,T,takeout,n,名詞,外賣；外賣的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2781,TOEIC 多益必考單字,T,takeover,n,名詞,接管,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2782,TOEIC 多益必考單字,T,talk,v,動詞,講話；談話 n 講話；談話,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2783,TOEIC 多益必考單字,T,talkative,a,形容詞,多嘴的；健談的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2784,TOEIC 多益必考單字,T,tangible,a,形容詞,明確的；確鑿的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2785,TOEIC 多益必考單字,T,tank,n,名詞,貯水池；坦克,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2786,TOEIC 多益必考單字,T,tap,n,名詞,閥門；塞子 v 接通；裝上,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2787,TOEIC 多益必考單字,T,tape,n,名詞,膠布；錄音帶 v 錄音,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2788,TOEIC 多益必考單字,T,target,n,名詞,靶子；目標 v 對準,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2789,TOEIC 多益必考單字,T,task,n,名詞,任務；工作,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2790,TOEIC 多益必考單字,T,taste,n,名詞,味覺；味道 v 吃起來；嚐起來,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2791,TOEIC 多益必考單字,T,tax,n,名詞,稅金 v 課稅,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2792,TOEIC 多益必考單字,T,tear,v,動詞,撕開；撕裂 n 眼的淚；淚珠,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2793,TOEIC 多益必考單字,T,tease,v,動詞,戲弄；逗弄 n ；戲弄；逗弄,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2794,TOEIC 多益必考單字,T,technicality,n,名詞,專門性；學術性,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2795,TOEIC 多益必考單字,T,technician,n,名詞,技術人員；技師,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2796,TOEIC 多益必考單字,T,technique,n,名詞,技巧；技術；技法,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2797,TOEIC 多益必考單字,T,technological,a,形容詞,技術（學）的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2798,TOEIC 多益必考單字,T,technology,n,名詞,技術；科技,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2799,TOEIC 多益必考單字,T,temper,n,名詞,情緒；性情；脾氣 v 調和；緩和,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
2800,TOEIC 多益必考單字,T,temporary,a,形容詞,臨時的；暫時的,https://web.szmc.edu.tw/Study/GEC/LICC/data/LC/TOEIC/%E5%85%A8%E6%96%B0%E5%88%B6%E5%A4%9A%E7%9B%8ATOEIC%E5%BF%85%E8%80%83%E5%96%AE%E5%AD%973000.pdf
