"序號","分類","字母","級數","級數代碼","單字或片語","詞性","中文釋義","註解","學術字彙","來源"
"4714","英檢中級 GEPT Intermediate","T","初級","E","treat","verb/noun","治療、請客","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4715","英檢中級 GEPT Intermediate","T","初級","E","treatment","noun","治療","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4716","英檢中級 GEPT Intermediate","T","中級","I","treaty","noun","條約","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4717","英檢中級 GEPT Intermediate","T","初級","E","tree","noun","樹","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4718","英檢中級 GEPT Intermediate","T","中級","I","tremble","verb/noun","發抖、震顫","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4719","英檢中級 GEPT Intermediate","T","中級","I","tremendous","adj.","巨大的、極大的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4720","英檢中級 GEPT Intermediate","T","中級","I","trend","noun","趨勢","","L5","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4721","英檢中級 GEPT Intermediate","T","初級","E","trial","noun","嘗試","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4722","英檢中級 GEPT Intermediate","T","初級","E","triangle","noun","三角形","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4723","英檢中級 GEPT Intermediate","T","中級","I","tribe","noun","部落","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4724","英檢中級 GEPT Intermediate","T","初級","E","trick","noun/verb","把戲；騙","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4725","英檢中級 GEPT Intermediate","T","中級","I","tricky","adj.","狡猾的、難對付的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4726","英檢中級 GEPT Intermediate","T","初級","E","trip","noun","旅行","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4727","英檢中級 GEPT Intermediate","T","中級","I","triumph","noun/verb","（大）勝利、成功","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4728","英檢中級 GEPT Intermediate","T","中級","I","troop","noun/verb","軍隊、一群；成群結隊而行","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4729","英檢中級 GEPT Intermediate","T","中級","I","tropical","adj.","熱帶的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4730","英檢中級 GEPT Intermediate","T","初級","E","trouble","noun/verb","麻煩；使煩惱","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4731","英檢中級 GEPT Intermediate","T","中級","I","troublesome","adj.","令人煩惱的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4732","英檢中級 GEPT Intermediate","T","初級","E","trousers","noun","褲子","= pants (American English)","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4733","英檢中級 GEPT Intermediate","T","初級","E","truck","noun","卡車","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4734","英檢中級 GEPT Intermediate","T","初級","E","true","adj.","真實的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4735","英檢中級 GEPT Intermediate","T","初級","E","trumpet","noun","小號","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4736","英檢中級 GEPT Intermediate","T","中級","I","trunk","noun","樹幹","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4737","英檢中級 GEPT Intermediate","T","初級","E","trust","noun/verb","相信、信任","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4738","英檢中級 GEPT Intermediate","T","初級","E","truth","noun","真理、真相","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4739","英檢中級 GEPT Intermediate","T","中級","I","truthful","adj.","誠實的、真實的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4740","英檢中級 GEPT Intermediate","T","初級","E","try","verb/noun","嘗試","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4741","英檢中級 GEPT Intermediate","T","初級","E","tub","noun","盆、桶、浴缸","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4742","英檢中級 GEPT Intermediate","T","中級","I","tube","noun","管子、地鐵","地鐵 = underground, railway","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4743","英檢中級 GEPT Intermediate","T","初級","E","Tuesday","noun","星期二","= Tues./Tue.","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4744","英檢中級 GEPT Intermediate","T","中級","I","tug","verb/noun","拉、拖","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4745","英檢中級 GEPT Intermediate","T","中級","I","tulip","noun","鬱金香","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4746","英檢中級 GEPT Intermediate","T","中級","I","tumble","verb/noun","跌倒、倒塌","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4747","英檢中級 GEPT Intermediate","T","中級","I","tune","noun/verb","曲調；調音","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4748","英檢中級 GEPT Intermediate","T","初級","E","tunnel","noun","隧道","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4749","英檢中級 GEPT Intermediate","T","初級","E","turkey","noun","火雞","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4750","英檢中級 GEPT Intermediate","T","初級","E","turn","verb","轉（彎）","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4751","英檢中級 GEPT Intermediate","T","初級","E","turn","noun","一次機會","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4752","英檢中級 GEPT Intermediate","T","初級","E","turtle","noun","龜","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4753","英檢中級 GEPT Intermediate","T","中級","I","tutor","noun/verb","家庭教師；指導、當家教","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4754","英檢中級 GEPT Intermediate","T","初級","E","TV","noun","電視","= television","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4755","英檢中級 GEPT Intermediate","T","初級","E","twelve","number/pron./noun/adj.","十二","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4756","英檢中級 GEPT Intermediate","T","初級","E","twenty","number/pron./noun/adj.","二十","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4757","英檢中級 GEPT Intermediate","T","初級","E","twice","adv.","兩次","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4758","英檢中級 GEPT Intermediate","T","中級","I","twig","noun","細枝","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4759","英檢中級 GEPT Intermediate","T","中級","I","twin","noun/adj./verb","雙胞胎；雙胞胎的；使相連","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4760","英檢中級 GEPT Intermediate","T","中級","I","twinkle","verb/noun","閃爍；閃亮","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4761","英檢中級 GEPT Intermediate","T","中級","I","twist","verb/noun","彎曲、扭轉、轉彎","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4762","英檢中級 GEPT Intermediate","T","初級","E","two","number/pron./noun/adj.","二","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4763","英檢中級 GEPT Intermediate","T","初級","E","type","verb","打字","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4764","英檢中級 GEPT Intermediate","T","初級","E","type","noun","類型","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4765","英檢中級 GEPT Intermediate","T","中級","I","typewriter","noun","打字機","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4766","英檢中級 GEPT Intermediate","T","初級","E","typhoon","noun","颱風","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4767","英檢中級 GEPT Intermediate","T","中級","I","typical","adj.","典型的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4768","英檢中級 GEPT Intermediate","T","中級","I","typist","noun","打字員","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/e93713f2d374dd5ccef90fffd29c0d5f"
"4769","英檢中級 GEPT Intermediate","U","初級","E","ugly","adj.","醜陋的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4770","英檢中級 GEPT Intermediate","U","初級","E","umbrella","noun","雨傘","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4771","英檢中級 GEPT Intermediate","U","初級","E","uncle","noun","叔叔","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4772","英檢中級 GEPT Intermediate","U","初級","E","under","prep./adv.","在…下、低於；在下面","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4773","英檢中級 GEPT Intermediate","U","中級","I","underground","adj./adv./noun","地下的、暗中的；在地下；地鐵","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4774","英檢中級 GEPT Intermediate","U","初級","E","underline","verb","在…下面畫線、強調","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4775","英檢中級 GEPT Intermediate","U","初級","E","underpass","noun","地下道","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4776","英檢中級 GEPT Intermediate","U","初級","E","understand","verb","懂、 了解","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4777","英檢中級 GEPT Intermediate","U","中級","I","understanding","noun/adj.","理解；體諒的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4778","英檢中級 GEPT Intermediate","U","中級","I","undertake","verb","承擔、從事","","L4","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4779","英檢中級 GEPT Intermediate","U","中級","I","underwater","adv./adj.","在水下；水下的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4780","英檢中級 GEPT Intermediate","U","初級","E","underwear","noun","內衣","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4781","英檢中級 GEPT Intermediate","U","中級","I","underweight","adj.","體重不足的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4782","英檢中級 GEPT Intermediate","U","中級","I","unexpected","adj.","出乎意料的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4783","英檢中級 GEPT Intermediate","U","初級","E","uniform","noun/adj.","制服；一致的","","L8","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4784","英檢中級 GEPT Intermediate","U","中級","I","union","noun","合併、和諧、工會","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4785","英檢中級 GEPT Intermediate","U","初級","E","unique","adj.","獨特的","","L7","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4786","英檢中級 GEPT Intermediate","U","初級","E","unit","noun","單位","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4787","英檢中級 GEPT Intermediate","U","中級","I","unite","verb","聯合、團結、統一","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4788","英檢中級 GEPT Intermediate","U","中級","I","unity","noun","團結一致、聯合","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4789","英檢中級 GEPT Intermediate","U","中級","I","universal","adj./noun","普遍的、全體的；普通性、普遍現象","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4790","英檢中級 GEPT Intermediate","U","初級","E","universe","noun","宇宙","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4791","英檢中級 GEPT Intermediate","U","初級","E","university","noun","大學","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4792","英檢中級 GEPT Intermediate","U","中級","I","unknown","adj.","未知的、無名的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4793","英檢中級 GEPT Intermediate","U","中級","I","unless","conj.","除非","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4794","英檢中級 GEPT Intermediate","U","中級","I","unlike","prep.","不像","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4795","英檢中級 GEPT Intermediate","U","初級","E","until","conj./prep.","直到","= till","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4796","英檢中級 GEPT Intermediate","U","中級","I","untouched","adj.","未動過的、未受影響的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4797","英檢中級 GEPT Intermediate","U","中級","I","unusual","adj.","不尋常的、特別的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4798","英檢中級 GEPT Intermediate","U","初級","E","up","adv,/prep./adj.","向上；在…上面；向上的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4799","英檢中級 GEPT Intermediate","U","初級","E","upload","verb","上傳、上載","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4800","英檢中級 GEPT Intermediate","U","初級","E","upon","prep.","在…之上、在…後立即","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4801","英檢中級 GEPT Intermediate","U","初級","E","upper","adj.","上面的、上部的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4802","英檢中級 GEPT Intermediate","U","中級","I","upset","adj./noun/verb","苦惱的；混亂；擾亂、惹惱","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4803","英檢中級 GEPT Intermediate","U","初級","E","upstairs","adv./adj./noun","在樓上；樓上的；樓上","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4804","英檢中級 GEPT Intermediate","U","中級","I","upward","adv./adj.","向上的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4805","英檢中級 GEPT Intermediate","U","中級","I","urban","adj.","都市的、城鎮的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4806","英檢中級 GEPT Intermediate","U","中級","I","urge","verb/noun","敦促、強烈主張；衝動","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4807","英檢中級 GEPT Intermediate","U","中級","I","urgent","adj.","緊急的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4808","英檢中級 GEPT Intermediate","U","初級","E","us","pron.","我們","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4809","英檢中級 GEPT Intermediate","U","初級","E","USA","noun","美國","= United States (of America)","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4810","英檢中級 GEPT Intermediate","U","中級","I","usage","noun","使用、用法","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4811","英檢中級 GEPT Intermediate","U","初級","E","use","verb/noun","使用","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4812","英檢中級 GEPT Intermediate","U","初級","E","used","adj.","二手的、習慣的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4813","英檢中級 GEPT Intermediate","U","初級","E","used","verb","過去慣常","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4814","英檢中級 GEPT Intermediate","U","初級","E","useful","adj.","有用的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4815","英檢中級 GEPT Intermediate","U","中級","I","useless","adj.","無用的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4816","英檢中級 GEPT Intermediate","U","初級","E","user","noun","使用者","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4817","英檢中級 GEPT Intermediate","U","初級","E","usual","adj.","通常的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
"4818","英檢中級 GEPT Intermediate","U","初級","E","usually","adv.","通常","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/5a32eb9ae07ebb761e3087c8710a7f47"
